class_id,updated_at,skills,location,provided_materials,instructor,learning_objectives,title,cost,description,course_type,id
CLASS_5490,2026-03-30 13:12:01.447000+00:00,"['Coordination', 'Concentration', 'Creative Expression', 'Performance Skills', 'Rhythm']",Brighton,"['Three juggling balls', 'Instructional handbook', 'Access to online tutorials', 'Safety goggles', 'Juggling club membership card']",Professor Tossington,"['Mastering the fundamentals of juggling three objects', 'Understanding rhythm and timing to enhance coordination', 'Developing focus and concentration through playful practice', 'Exploring creative expression in juggling routines', 'Gaining confidence in performing juggling tricks']",The Art of Jolly Juggling for Joyful Minds,75.0,"Welcome to 'The Art of Jolly Juggling for Joyful Minds', where adults rediscover the childlike delight of tossing and catching in playful harmony. Under the whimsical guidance of Professor Tossington, a master juggler whose name is synonymous with joyful coordination, students will embark on a fun-filled journey to master the art of juggling. Situated in the vibrant community of Brighton, this class offers a perfect escape from the mundane, unleashing creativity and joy through a series of juggling exercises. Participants will first learn the fundamental techniques of juggling, starting with three balls that dance through the air, guided by the rhythm of their newfound coordination. Professor Tossington will share his secrets on timing and rhythm to enhance concentration and focus, turning what was once a daunting skill into a delightful hobby. As the class progresses, students will explore creative expression by crafting their very own juggling routines, adding personal flair and theatrical tricks to their performances. The course offers practical skills that blend physical activity with mental focus, building confidence and performance abilities through playful interaction. By the end of the session, juggling enthusiasts will not only master the basics, but also walk away with the tools to continue their joyful juggling journey, including an instructional handbook and access to online tutorials. Join us for a uniquely whimsical experience that promises laughter, learning, and light-hearted fun.",Traditional Skills,CLASS_5490 The Art of Jolly Juggling for Joyful Minds
CLASS_5707,2026-03-30 13:12:15.591000+00:00,"['Craftsmanship', 'Creative Expression', 'History Lore', 'Nature Crafting', 'Fine Motor Skills']",Peak District,"['Locally sourced willow branches', 'Organic beeswax polish', 'Selection of natural dyes', 'Enchantment journal', 'Set of carving tools']",Professor Thistle Twigg,"['Master the art of weaving traditional willow wands', 'Understand the historical significance of wand-making in British folklore', 'Learn to identify the finest willow branches for crafting', 'Develop a personal enchantment style using natural elements', 'Enhance creative problem-solving through wand decoration']",Wondrous Wand Weaving and Wizardry,85.0,"Dive into the enchanting world of wand crafting with ""Wondrous Wand Weaving and Wizardry,"" a unique heritage craft experience set in the mystical landscapes of the Peak District. Guided by the whimsical and ever-inspiring Professor Thistle Twigg, a renowned expert in traditional British folklore crafts, you'll embark on a journey that marries the ancient art of wand making with modern creative expression. Throughout this one-day workshop, you'll learn to identify the choicest willow branches along a serene riverside walk, understanding their unique properties and historical uses in folklore. Back in our cozy craft lodge, you will weave your own willow wand, using age-old techniques passed down through generations. Professor Twigg will share tales of wand lore and tips on how to imbue your wand with personal enchantments drawn from the natural world. The class will also explore various natural dyes and beeswax finishes to personalize your wand, transforming it into a unique piece of art. Each student will receive an 'Enchantment Journal' to document their crafting journey and any mystical revelations along the way. By the end of the day, you'll leave not only with a handcrafted wand but also with a deeper connection to nature and a whimsical skill set that marries history with imagination.",Heritage Crafts,CLASS_5707 Wondrous Wand Weaving and Wizardry
CLASS_5726,2026-03-30 13:12:01.006000+00:00,"['Foraging', 'Cooking', 'Ecology', 'Artistic Presentation', 'Sustainable Practices']",Harrogate,"['Foraging basket', 'Recipe booklet for hedgehog-themed dishes', 'Nature journal for field notes', 'Set of wooden foraging tools', 'Reusable cup for foraged tea sampling']",Professor Pricklesworth,"['Identify edible wild plants and mushrooms safely in the UK countryside', 'Prepare a delightful foraged meal themed around hedgehogs', 'Understand the ecological role and habits of hedgehogs in the wild', 'Craft hedgehog-themed culinary art to impress dinner guests', ""Cultivate an appreciation for sustainable harvesting and nature's bounty""]",Enchanted Hedgehog Foraging and Feasts,75.0,"Join us in the picturesque landscapes of Harrogate for a whimsical journey into the world of foraging, inspired by our spiny friends, the hedgehogs. Led by the renowned Professor Pricklesworth, this enchanting class will teach you the art of identifying and harvesting edible plants and fungi in the wild, with a focus on those favored by hedgehogs. Begin your adventure with a gentle stroll through the woods, where you'll learn to safely identify a variety of wild edibles blooming in the English countryside. Equipped with your trusty foraging basket and wooden tools, you'll gather ingredients that are not only safe for humans but also beloved by hedgehogs. Back at our outdoor kitchen, you'll be guided in the creation of a hedgehog-inspired feast. Imagine crafting a delightful mushroom and nut pâté, or a dandelion salad with a whimsical touch. Each dish will be a tribute to our prickly friends, combining artistic presentation with delicious flavors. As you enjoy your culinary creations, Professor Pricklesworth will share insights into the ecological importance of hedgehogs and their role in our ecosystems. You'll leave not only with a satisfied palate but also with a deeper understanding of and respect for these charming creatures and their habitats. This class is perfect for adults seeking a unique blend of culinary arts and ecological wisdom, all while basking in the joy of nature's wonders.",Outdoor Skills,CLASS_5726 Enchanted Hedgehog Foraging and Feasts
CLASS_5726,2026-03-30 13:12:21.873000+00:00,"['Creative Writing', 'Performance Arts', 'Historical Understanding', 'Public Speaking', 'Comedy']",Harrogate,"['Feather quills and parchment for song writing', 'A collection of medieval instruments (lute, mandolin)', 'Costume pieces for theatrical performances', 'Guidebook on medieval jesting and humor', 'Props for creating comedic scenes']",Sir Lyric Lancelot,"['Learn the art of crafting humorous limericks and ballads', 'Understand the basics of medieval jesting techniques', 'Develop skills in performing playful medieval skits', 'Explore historical context of medieval entertainment', 'Gain confidence in public speaking through jesting']",Medieval Banter and Bard Building,75.0,"Step into the world of medieval merriment with the School of Dandori's 'Medieval Banter and Bard Building' class, led by the illustrious Sir Lyric Lancelot. Located in the charming town of Harrogate, this class offers a delightful escape into the playful world of medieval entertainment, where adults can unleash their inner bard through a whimsical yet educational journey. Participants will delve into the art of crafting humorous limericks and ballads, exploring the nuances of medieval jesting and honing their skills in creating playful skits. The course combines historical insights with practical performance techniques, allowing students to understand the cultural significance of medieval jesters and entertainers. Throughout the class, students will work with feather quills and parchment to write their own songs, engage in interactive performances using traditional instruments like the lute and mandolin, and dress in costume pieces to bring their comedic characters to life. The curriculum includes creating props and scenes that are sure to tickle the funny bone of any audience. This class not only teaches the artistry of medieval jesting and bard building but also builds confidence in public speaking and creative expression. Whether you're seeking a jovial escape from the mundane or looking to enhance your performance skills, 'Medieval Banter and Bard Building' promises laughter, learning, and a touch of whimsy for all who join its merry ranks.",Traditional Skills,CLASS_5726 Medieval Banter and Bard Building
CLASS_5904,2026-03-30 13:12:14.521000+00:00,"['Brewing', 'Culinary History', 'Fermentation', 'Flavor Crafting', 'Herbal Blending']",York,"['Honey from local bees', 'Glass brewing jars', 'Medieval recipe scrolls', 'Herbs and spices assortment', 'Fermentation guide book']",Dame Honeydew Alecraft,"['Understand the history and cultural significance of mead', 'Learn the process of brewing mead using medieval techniques', 'Discover the art of flavoring mead with herbs and spices', 'Master the basics of fermentation science', 'Craft personalized mead blends']",Medieval Mead-Making Merriment,75.0,"Step back into time with the School of Dandori's whimsical yet educational class, 'Medieval Mead-Making Merriment'. Under the playful guidance of Dame Honeydew Alecraft, students will discover the ancient art of mead brewing—a practice that has been enjoyed since the times of knights and fair maidens. This enchanting class takes place in the historic city of York, where students will immerse themselves in the flavors and aromas of the past. Participants will start by delving into the rich history of mead, learning about its role in medieval society and its ceremonial importance. Moving to practical skills, Dame Alecraft will guide students through the traditional techniques of brewing mead using honey sourced from local bees. Students will learn the secrets of fermentation and watch as their concoctions bubble to life. The class also covers the art of flavoring mead, where students can unleash their creativity with an assortment of herbs and spices to craft personalized blends. With medieval recipe scrolls in hand, participants will draft their unique mead recipes, exploring combinations that suit their taste. By the end of the session, students will not only have a bottle of delicious homemade mead but also the knowledge required to continue brewing at home, bringing a touch of medieval merriment into their modern lives.",Culinary Arts,CLASS_5904 Medieval Mead-Making Merriment
CLASS_5933,2026-03-30 13:12:17.519000+00:00,"['Weaving', 'Botany', 'Mythology', 'Mindfulness', 'Crafting']",Oxford Botanical Gardens,"['Basket weaving frame', 'Selection of local leaves and twigs', 'Colorful natural dyes', 'Plant identification guide', 'Tea and biscuits for refreshment']",Lady Fern Foliage,"['Master the art of weaving with natural materials found in the Oxford Botanical Gardens.', 'Learn to identify different types of leaves and understand their unique properties.', 'Develop basic weaving techniques to create beautiful, functional items like baskets and', 'mats.', 'Cultivate an appreciation for the natural world through mindful interaction with plants.', 'Explore the folklore and mythical stories associated with various tree species in Britain.']",Enchanted Leaf Weaving and Whispering,70.0,"Join Lady Fern Foliage for an enchanting afternoon of leaf weaving and whispering amidst the serene beauty of the Oxford Botanical Gardens. This class is designed for adults seeking a playful escape into the natural world, where they will explore the art and joy of crafting with nature's own materials. Participants will begin their journey by learning to identify a variety of leaves and plant fibers, understanding their textures and strengths, perfect for crafting. Lady Fern will guide students in selecting the best materials to weave delightful creations, such as rustic baskets or charming mats. The class emphasizes sustainability, teaching how to gather materials responsibly. As the weaving begins, students will learn not just the technical skills but also the stories and myths linked to these plants. Lady Fern, a storyteller at heart, will weave tales of ancient forest spirits and mythical beings that make these natural fibers come alive. By the end of the session, participants will not only have crafted their own unique piece but will also have gained a deeper appreciation for the natural world and its folklore. This class promises a delightful blend of creativity, history, and a touch of nature magic, leaving students with both practical skills and a refreshed spirit.",Nature Crafts,CLASS_5933 Enchanted Leaf Weaving and Whispering
CLASS_6013,2026-03-30 13:11:53.360000+00:00,"['Clock Repair', 'Hand-Eye Coordination', 'Patience', 'Creativity', 'Mechanical Skills']",Exeter,"['Selection of vintage clock gears', 'Miniature screwdrivers and tweezers', 'Assorted clock hands', 'Decorative clock faces', 'Clock oil and cleaning brushes']",Tick Tockington,"['Understand the basic mechanics of vintage clock movements.', 'Develop hand-eye coordination through precise assembly tasks.', 'Learn to identify various types of clock gears and their functions.', 'Gain patience and attention to detail while repairing small components.', 'Cultivate creativity in designing whimsical clock facades.']",Mastering the Art of Whimsical Clockwork: The Joyful,75.0,"Step into the enchanting world of clockwork mechanics with 'Mastering the Art of Whimsical Clockwork: The Joyful Tinkerer's Guide.' Under the whimsical tutelage of Tick Tockington, a renowned enthusiast of all things tick-tock, you'll embark on a journey through time as you learn the delicate craft of clock repair and design. Located in the charming city of Exeter, this class is perfect for adults seeking to escape the humdrum of everyday life. You'll start by delving into the mysterious inner workings of vintage clock movements, tracing the journey of time from spring to pendulum. Our hands-on approach will have you tinkering with a variety of gears, each with its own story and purpose. As you become more adept, you'll engage in the meticulous assembly of miniature components, sharpening both your hand-eye coordination and your patience. Students will also explore the art of designing whimsical clock facades, blending functionality with creativity to craft timepieces that are as joyful as they are precise. By the end of the day, you'll leave with not only a newfound appreciation for the beauty of clocks but also a uniquely decorated timepiece of your own creation, ticking cheerfully and reminding you of the fun and fulfillment found in the world of heritage crafts.",Heritage Crafts,CLASS_6013 Mastering the Art of Whimsical Clockwork: The Joyful
CLASS_6030,2026-03-30 13:12:01.665000+00:00,"['Culinary Arts', 'Confectionery', 'Creative Design', 'Food Science', 'Cultural History']",Inverness,"['Gourmet marshmallow ingredient kit', 'Mini cauldron for mixing', 'Set of enchanted flavor infusions', 'Decorating wands for marshmallow art', 'Recipe scrolls and culinary spellbook']",Chef Wandsworth Sugarsmith,"['Master the art of crafting gourmet marshmallow flavors.', 'Learn the science behind achieving the perfect marshmallow texture.', 'Develop skills in decorative marshmallow sculpting and design.', 'Explore pairing marshmallows with unexpected culinary elements.', 'Understand the magical history and cultural significance of marshmallows.']",The Art of Culinary Wizardry: Conjuring Magic with,65.0,"Welcome to ""The Art of Culinary Wizardry: Conjuring Magic with Marshmallows,"" a delightful course designed to transform the humble marshmallow into a vessel of culinary enchantment. Under the whimsical guidance of Chef Wandsworth Sugarsmith, a wizard in the world of sweets, participants will embark on a flavorful journey that combines creativity and technique. In this class, students will explore the alchemy of marshmallow making, starting with the basics of crafting perfectly pillowy clouds of sweetness. Chef Sugarsmith will unravel the secrets to achieving that elusive melt-in-your-mouth texture, guiding students through the science and art of sugar and gelatin. But this is no ordinary confectionery class! Venture into the realm of gourmet marshmallows, where infusions of lavender, elderflower, and even chili pepper will surprise the senses. Participants will then channel their inner artists, learning to sculpt and design intricate marshmallow figures using specially provided decorating wands. As the class progresses, students will delve into the curious history of marshmallows, uncovering their origins as a medicinal treat in ancient Egypt and their evolution into a modern-day delight. By the end of the session, not only will students leave with a cauldron full of knowledge, but also a collection of their own handcrafted marshmallow masterpieces, ready to astonish at any gathering.",Culinary Arts,CLASS_6030 The Art of Culinary Wizardry: Conjuring Magic with
CLASS_6180,2026-03-30 13:12:17.416000+00:00,"['Candle Making', 'Heritage Crafts', 'Mood Setting', 'Creative Carving', 'Historical Knowledge']",Cornwall,"['Beeswax blocks', 'Moulds of various medieval designs', 'Herbs and spices for scent infusion', 'Carving tools', 'Wicks and essential oils']",Lady Luminary,"['Understand the history and significance of candle making in medieval times', 'Learn how to craft candles using traditional methods and materials', 'Discover the art of using candles to create ambiance and mood', 'Experiment with scent infusions using herbs and spices', 'Master the techniques of decorative candle carving and embossing']",Medieval Candle Magic for the Modern Soul,85.0,"Step into the magical world of medieval candle making, where every flicker tells a story and every scent carries the wisdom of the ages. In this enchanting class, led by the illustrious Lady Luminary, you will explore the art of crafting candles using time-honored techniques and materials reminiscent of bygone eras. Perfect for those yearning to add a touch of history to their modern lives, this class promises a delightful journey through the aromatic realms of beeswax and spices. Participants will begin by delving into the fascinating history of candle making, learning about its significance in medieval rituals and day-to-day life. You will then get hands-on experience crafting your own candles, using traditional moulds to shape beeswax into pieces of art. As the class progresses, Lady Luminary will guide you through the captivating process of scent infusion, allowing you to personalize your creations with unique blends of herbs and spices. To add a whimsical twist, students will also learn candle carving techniques, embossing their creations with intricate designs that evoke the elegance of medieval manuscripts. By the end of the session, you'll master the art of setting the perfect mood with your bespoke candles, illuminating both your home and spirit with a glow that is truly magical. Join us in Cornwall for an unforgettable journey into the world of Medieval Candle Magic for the Modern Soul.",Heritage Crafts,CLASS_6180 Medieval Candle Magic for the Modern Soul
CLASS_6191,2026-03-30 13:11:57.882000+00:00,"['Craftsmanship', 'Storytelling', 'Cultural History', 'Sustainable Design', 'Creative Collaboration']",Stratford-upon-Avon,"['Organic straw', 'Old clothes and hats', 'Natural dyes and paints', 'Recycled materials for embellishments', 'Scarecrow construction toolkit']",Professor Hayfield,"['Design and construct a whimsical scarecrow using sustainable materials.', 'Understand the cultural history and lore of scarecrows in British agriculture.', 'Learn basic sewing and crafting techniques.', 'Develop storytelling skills by creating a character narrative for your scarecrow.', 'Cultivate creativity and teamwork in crafting group projects.']",Enchanted Scarecrow Design,75.0,"Dive into the whimsical world of scarecrow artistry with our 'Enchanted Scarecrow Design' class, where crafting meets storytelling, and every strawman has a tale to tell! Under the expert guidance of Professor Hayfield, a celebrated scarecrow aficionado, you'll embark on a journey to create your own fantastical field guardian. During this charming session, participants will learn about the storied history of scarecrows in British culture, from their agricultural origins to their symbolic roles in folklore. You will then apply this newfound knowledge and creativity to design and construct your very own scarecrow using eco-friendly materials provided by the school. Participants will learn essential skills in sewing, crafting, and upcycling, transforming old clothes and recycled materials into unique scarecrow attire. Natural dyes and paints will allow you to add a splash of color and whimsy to your creation. But the fun doesn't stop at construction! Each student will be encouraged to develop a backstory or character narrative for their scarecrow, honing their storytelling abilities and adding a personal touch to their creation. Whether working solo or collaborating with fellow students, you'll enjoy an afternoon filled with laughter, learning, and a sprinkle of seasonal magic. Join us in Stratford-upon-Avon for a delightful escape from the mundane, where creativity and imagination reign supreme.",Seasonal Activities,CLASS_6191 Enchanted Scarecrow Design
CLASS_6263,2026-03-30 13:12:09.280000+00:00,"['Culinary Arts', 'Creative Cooking', 'Spice Mastery', 'Artful Presentation', 'Recipe Innovation']",Glasgow,"['A set of whimsical whisks', 'A variety of quirky garnishing tools', 'A selection of magical herbs and spices', 'Colorful plating crockery', 'Recipe improvisation guidebook']",Chef Whispero,"['Master basic whisking techniques with flair.', 'Create delightful garnishes that add whimsy to any dish.', 'Understand the magic of spices and herbs for flavor enhancement.', 'Learn to plate dishes creatively to invoke a sense of joy.', 'Develop confidence in improvising recipes with unique ingredients.']",Whimsical Whisking & Culinary Charms,75.0,"Join Chef Whispero in Glasgow for a culinary adventure where whimsy meets technique in the 'Whimsical Whisking & Culinary Charms' class. Perfect for adults seeking to rekindle their love for cooking with a dash of silliness, this class will teach participants the art of whisking with style and flair. Starting with the basics, students will learn how to incorporate rhythm into their whisking, turning it into a delightful dance that elevates the mundane task of mixing. Dive into the enchanting world of garnishes where you’ll craft edible masterpieces with quirky tools designed to spark joy and creativity. Chef Whispero will guide you through spice and herb magic, revealing secrets to transform ordinary meals into extraordinary experiences. Students will explore the colorful world of plating, where each dish becomes an artistic expression designed to bring smiles. Encouraged to improvise, participants will be given a plethora of unique ingredients to create their own magical concoctions, fostering confidence in culinary creativity. This class is not just about cooking; it's about rediscovering the playful spirit of culinary arts, promising to leave you with new skills and a refreshed soul. Embrace the magic of cooking and let your culinary imagination soar!",Culinary Arts,CLASS_6263 Whimsical Whisking & Culinary Charms
CLASS_6273,2026-03-30 13:12:02.630000+00:00,"['Cloud Identification', 'Creative Observation', 'Mindfulness', 'Artistic Expression', 'Nature Appreciation']",Bath,"['Cloud observation notepad', 'Sketching pencils', 'Binoculars for distant cloud viewing', 'Portable cloud reference guide', 'Weather-resistant blankets for comfort']",Professor Nimbus Drizzle,"['Learn to identify different types of clouds and their formations', 'Understand the basics of weather patterns and cloud behavior', ""Develop creative techniques to 'sculpt' clouds using imagination and observation"", 'Master the use of artistic tools to capture cloud shapes', ""Cultivate mindfulness by appreciating nature's ever-changing canvas""]",The Art of Cloud Sculpting,75.0,"Embark on a whimsical journey into the sky with 'The Art of Cloud Sculpting', a unique class designed to unlock the creativity hidden in the clouds above Bath. Guided by the illustrious Professor Nimbus Drizzle, participants will learn to identify various cloud formations, from the playful cumulus to the enigmatic stratus. This class is perfect for adults yearning to reconnect with nature and inject a dash of creativity into their lives. Over the course of the afternoon, students will gather atop the scenic hills of Bath, equipped with binoculars and sketchpads. Professor Drizzle will provide insights into the fascinating behavior of clouds and weather patterns, allowing students to gain a deeper understanding of the natural world. Using their newfound knowledge, attendees will then employ artistic techniques to 'sculpt' clouds, capturing their ephemeral beauty on paper. This playful yet educational experience encourages mindfulness and appreciation of nature's dynamic artwork, making it a delightful escape from the humdrum of everyday life. Whether you're an aspiring artist or simply a cloud enthusiast, 'The Art of Cloud Sculpting' promises to be a memorable adventure, blending practical knowledge with imaginative expression.",Outdoor Skills,CLASS_6273 The Art of Cloud Sculpting
CLASS_6357,2026-03-30 13:12:00.352000+00:00,"['Mindfulness', 'Creativity', 'Relaxation', 'Nature Appreciation', 'Imagination']",Scottish Highlands,"['Personalized cloud gazing mat', 'Set of sky-ward binoculars', 'Journal for cloud reflections', 'Cloud-shaped pillow for comfort', 'Warm blanket for outdoor mindfulness']",Professor Nimbus Drizzle,"['Master the art of mindful observation of cloud formations.', 'Develop creative visualization skills using clouds as inspiration.', 'Learn techniques to relax through guided cloud meditation.', 'Enhance imagination by creating stories inspired by cloud shapes.', 'Cultivate a sense of peace and connection with nature.']",Cloud Sculpting for the Soul,75.0,"Step into the ethereal world of 'Cloud Sculpting for the Soul,' a delightful mindfulness class set against the stunning backdrop of the Scottish Highlands. Under the whimsical guidance of Professor Nimbus Drizzle, participants will embark on a journey of introspection and imagination, with only the sky as their canvas. The class begins with a gentle trek to one of the Highlands' most scenic spots, where students will spread out their personalized cloud gazing mats. Participants will use their sky- ward binoculars to observe and identify various cloud formations, learning to appreciate the transient beauty of these aerial wonders. Professor Drizzle will lead a session on creative visualization, encouraging students to let their minds wander and imagine fantastical stories inspired by the shapes they see. This is followed by a guided cloud meditation, using cloud-shaped pillows for comfort and warm blankets to stay cozy. Throughout the class, students will jot down their reflections in a specially provided journal, fostering a deeper connection with nature and their own creativity. By the end of this whimsical session, participants will have developed an enhanced ability to find peace and joy in the everyday sky—a skill that will nourish their souls long after they've left the Highlands.",Mindfulness,CLASS_6357 Cloud Sculpting for the Soul
CLASS_6367,2026-03-30 13:11:57.096000+00:00,"['Patchwork', 'Sewing', 'Creative Expression', 'Textile Design', 'Cultural History']",Devon,"['Pre-cut fabric squares in a rainbow of colours', 'Needles and threads in various hues', 'Patchwork design templates', 'Fabric scissors', 'A whimsical sewing kit']",Miss Tessa Tapestry,"['Master the art of creating vibrant patchwork designs inspired by emotions', 'Learn to sew various fabric textures into harmonious quilt pieces', 'Understand the history and cultural significance of patchworking', 'Cultivate patience and perseverance through intricate sewing tasks', 'Express personal stories and emotions through fabric art']",The Joyful Jumble: Patchwork of Positivity,75.0,"Join us at the School of Dandori for 'The Joyful Jumble: Patchwork of Positivity,' a heartwarming class designed to thread creativity and joy into your daily life. Under the expert guidance of Miss Tessa Tapestry, a renowned fabric storyteller, you will embark on a whimsical journey of sewing and self-expression. In this enchanting fiber arts class, adults will discover the therapeutic art of patchworking, where each fabric square represents a different emotion or memory. Students will learn to sew these pieces into a vibrant quilt, reflecting the tapestry of their lives. With pre-cut fabric squares in every shade of the rainbow, participants will explore the textures and hues that resonate with their personal stories. Through hands-on instruction, you'll master the delicate art of sewing, using provided needles and threads to stitch together a patchwork that's uniquely yours. You'll also delve into the fascinating history of patchworking, gaining insights into its cultural significance across the globe. This class is perfect for those looking to cultivate patience, share stories, and unwind. By the end, each participant will have created a beautiful, personal quilt piece to cherish. Whether you're a seasoned sewer or a complete novice, this class will leave you feeling inspired, connected, and ready to weave joy into your everyday life.",Fiber Arts,CLASS_6367 The Joyful Jumble: Patchwork of Positivity
CLASS_6414,2026-03-30 13:12:11.311000+00:00,"['Mindfulness', 'Creative Visualization', 'Meteorology Basics', 'Artistic Expression', 'Stress Relief']",Northumberland,"['Sketchpad and charcoal pencils', 'A cloud identification field guide', 'Binoculars for cloud watching', 'A cozy blanket for outdoor classes', 'Refreshment pack with herbal teas']",Professor Nimbus Drifter,"['Learn the science behind cloud formation and types', 'Develop visualization techniques to sculpt mental clouds', 'Practice mindfulness through creative cloud sketching', ""Understand the therapeutic effects of 'cloud watching'"", ""Create a personalized 'cloud diary' for ongoing practice""]",The Art of Cloud Sculpting for Inner Calm,65.0,"Welcome to 'The Art of Cloud Sculpting for Inner Calm', a unique and whimsical class designed to transport you to the tranquil skies of mindfulness and creative visualization. Led by the renowned Professor Nimbus Drifter, this class takes place amidst the serene landscapes of Northumberland, where the sky becomes your canvas and the clouds your muses. Students will embark on a journey of discovery, beginning with the fundamentals of meteorology. You'll learn about the various types of clouds and what they can tell us about the weather, grounding your whimsical cloud sculpting in real-world knowledge. Armed with this understanding, you'll be guided through visualization techniques to mentally sculpt and shape clouds, a playful yet profound method to achieve inner peace. Through the art of cloud sketching, you'll translate your mental images onto paper, enhancing your artistic expression and mindfulness. Each participant will create a 'cloud diary', chronicling their experiences and providing a personal roadmap for continued cloud contemplation. The class will also explore the therapeutic benefits of cloud watching, a practice known for reducing stress and fostering a sense of calm. With your field guide and binoculars, observe the ever-changing sky from a cozy blanket, sipping herbal tea, and letting your imagination soar. Join us for this delightful escape into the world of clouds, where mindfulness meets meteorology in a uniquely soothing way.",Wellness,CLASS_6414 The Art of Cloud Sculpting for Inner Calm
CLASS_6428,2026-03-30 13:12:12.642000+00:00,"['culinary arts', 'storytelling', 'hospitality', 'creativity', 'cheese and chocolate fondue']",Bath,"['Fondue pots and utensils', 'Selection of artisanal cheeses and chocolates', 'Fresh fruits and vegetables for dipping', 'Bread and pastry assortment', 'Recipe booklet with storytelling prompts']",Chef Fromage Fanciful,"['Master the basics of preparing classic cheese and chocolate fondues.', 'Learn creative storytelling techniques to pair with culinary presentation.', 'Understand the chemistry of melting points and ingredient combinations.', 'Develop skills in crafting edible fondue accompaniments from scratch.', 'Enhance social hosting skills with whimsical culinary themes.']",The Art of Fantastical Fondue Fables,75.0,"Join us in the charming city of Bath for ""The Art of Fantastical Fondue Fables,"" where the culinary and the creative blend in a pot of delicious whimsy. Under the expert guidance of the legendary Chef Fromage Fanciful, students will dive into the world of fondue, learning not just how to make delectable cheese and chocolate concoctions, but also how to weave enchanting tales to accompany their creations. This class is perfect for those who wish to host magical evenings with friends, transforming the humble fondue into a storytelling masterpiece. Participants will begin by mastering the essentials of fondue preparation, exploring the delicate balance of flavours and the science behind achieving the perfect melt. As the fondue simmers, Chef Fanciful will introduce the art of crafting narratives, encouraging students to invent tales that pair with their culinary creations, be it a cheesy crime caper or a chocolatey romance. Students will also learn how to create delectable accompaniments from scratch, such as artisanal breads and pastries, while experimenting with unusual dipping items like exotic fruits and veggies. With a focus on fun and practicality, this class will not only enhance participants' culinary repertoire but also their ability to captivate an audience with both taste and tale.",Culinary Arts,CLASS_6428 The Art of Fantastical Fondue Fables
CLASS_6577,2026-03-30 13:12:20.796000+00:00,"['Calligraphy', 'Historical Writing Techniques', 'Creativity', 'Fine Motor Skills', 'Performance Art']",Stratford-upon-Avon,"['Handcrafted goose quills', 'Assorted ink pots', 'Antique parchment sheets', 'Calligraphy guides', 'Quill care kit']",Master Quibble Quillworthy,"['Mastering the art of quill cutting and maintenance', 'Learning the technique of ink blending for historical flair', 'Understanding the historical context and significance of quill writing', 'Practicing calligraphy with a flourish', 'Performing quill choreography with a partner']",Ye Olde Quill Dancing,85.0,"Step back into the Elizabethan era and discover the lost art of quill dancing! Led by the eccentric Master Quibble Quillworthy, this class will transport you to the age of Shakespeare, right in the heart of Stratford-upon-Avon. Learn to craft and care for your own goose quill, the original writing tool of scribes and playwrights. The session begins with a hands-on workshop where students will learn to cut and shape their quills, ensuring each is perfectly balanced for both writing and performing. You'll also delve into the enchanting world of ink making, blending colors to create authentic Elizabethan hues. Once your quill is prepped, let the ink flow as you explore the fundamentals of calligraphy. Master Quibble will guide you through creating ornate letters and flourishes, sharing historical anecdotes along the way. The whimsical highlight of the class is the Quill Dance, a lively performance art where students, quills in hand, partner up to choreograph synchronized movements reminiscent of courtly dances, each step echoing the grace of the written word. By the end of this delightful class, you will not only wield a quill with elegance but also have the knowledge to infuse your everyday writing with historical charm. This enchanting journey into the past will surely quill your thirst for heritage crafts!",Heritage Crafts,CLASS_6577 Ye Olde Quill Dancing
CLASS_6731,2026-03-30 13:12:13.322000+00:00,"['Kite flying', 'Wind navigation', 'Crafting', 'Outdoor science', 'Meteorology']",Chester,"['Kite building kit', 'Wind compass', 'Instructional book on wind patterns', 'Safety goggles', 'Weatherproof kite string']",Gustave Breezewalker,"['Learn how to identify different wind patterns', 'Master kite flying techniques', 'Create a handmade kite', 'Understand the science behind wind formation', 'Develop strategies for wind navigation']",The Art of Wind Chasing: Aerial Adventures,75.0,"Join us for 'The Art of Wind Chasing: Aerial Adventures,' an enchanting course designed to reconnect adults with the playful side of the natural world. Set in the breezy landscapes of Chester, under the expert guidance of Gustave Breezewalker, students will embark on a whimsical journey to master the age-old sport of kite flying, while gaining a deeper understanding of wind patterns and meteorology. This delightful course begins with the basics of wind identification, where students learn to read the sky and predict shifts in the air currents. Gustave will guide them through crafting their own unique kite using the provided kit, encouraging personal expression through design. Once assembled, students will take their creations to the open fields, where they will learn techniques for launching and maneuvering their kites to dance with the wind. The course also delves into the science of wind formation, providing insights into how different patterns are created and how they can be harnessed for navigation and sport. By the end of the class, students will understand how to utilize their new wind compass for optimal kite flying and gain confidence in their aerial navigation skills. Expect laughter, learning, and a touch of whimsy as you chase the winds and let your kite soar in the invigorating Chester skies.",Outdoor Skills,CLASS_6731 The Art of Wind Chasing: Aerial Adventures
